Zouma-5-Chelsea FC, 8
Schennikov-42-PFC CSKA Moskva, 1
Jallet-13-Olympique Lyonnais, 9
Rakitskiy-44-FC Shakhtar Donetsk, 1
Mustafi-5-Valencia CF, 0
Klose-5-VfL Wolfsburg, 3
Silva-2-FC Dynamo Kyiv, 1
Chambers-21-Arsenal FC, 0
Marcano-5-FC Porto, 2
Kolodziejczak-5-Sevilla FC, 3
Ignashevich-4-PFC CSKA Moskva, 9
Santos-4-Valencia CF, 3
Andreolli-17-Sevilla FC, 3
Bedimo-3-Olympique Lyonnais, 2
Johansson-5-KAA Gent, 0
Digne-3-AS Roma, 2
Arias-4-PSV Eindhoven, -5
Criscito-4-FC Zenit, 0
Gámez-18-Club Atlético de Madrid, 0
Smolnikov-19-FC Zenit, 0
Aničić-5-FC Astana, 8
Orbán-6-Valencia CF, 3
Poulsen-14-PSV Eindhoven, 0
Bruma-5-PSV Eindhoven, 1
Rüdiger-2-AS Roma, 3
Kirchhoff-15-FC Bayern München, 0
Koné-4-Olympique Lyonnais, 0
Mladenović-25-FC BATE Borisov, 13
Taravel-87-GNK Dinamo Zagreb, 2
Layún-21-FC Porto, 9
Sílvio-28-SL Benfica, 2
Azevedo-66-FC Shakhtar Donetsk, 3
Wendell-18-Bayer 04 Leverkusen, 1
Shomko-77-FC Astana, 3
Lindelöf-14-SL Benfica, 0
Knoche-31-VfL Wolfsburg, 0
Árnason-21-Malmö FF, 0
Manolas-44-AS Roma, 2
Chedjou-21-Galatasaray AŞ, 0
Brouwers-4-VfL Borussia Mönchengladbach, 0
Rafinha-4-KAA Gent, 3
Brenet-20-PSV Eindhoven, 3
Postnikov-44-FC Astana, 2
Zhavnerchik-15-FC BATE Borisov, 3
Günter-28-Galatasaray AŞ, 0
Berezutski-24-PFC CSKA Moskva, 0
Antunes-5-FC Dynamo Kyiv, 0
Dubra-4-FC BATE Borisov, 2
Latorre-36-Valencia CF, 0
Ilič--FC Astana, 0
Botía-3-Olympiacos FC, 3
Elvedi-30-VfL Borussia Mönchengladbach, 0
Schäfer-4-VfL Wolfsburg, 3
Milunović-19-FC BATE Borisov, 7
Sigali-22-GNK Dinamo Zagreb, 3
Yotún-13-Malmö FF, 0
Polyakov-33-FC BATE Borisov, 1
McNair-33-Manchester United FC, 0
López-2-SL Benfica, 2
Makarenko-27-FC Dynamo Kyiv, 0
Nababkin-14-PFC CSKA Moskva, 2
Çamdal-38-Galatasaray AŞ, 0
Rose-22-Olympique Lyonnais, 0
Ordets-18-FC Shakhtar Donetsk, 3
Shpungin-3-Maccabi Tel-Aviv FC, 0
Semedo-50-SL Benfica, 3
Tibi-18-Maccabi Tel-Aviv FC, 0
Bengtsson-17-Malmö FF, 0
Harush-20-Maccabi Tel-Aviv FC, 0
Mitrović-13-KAA Gent, 2
Denayer-64-Galatasaray AŞ, 0
Abdennour-23-Valencia CF, 2
Siovas-23-Olympiacos FC, 2
Ascues-6-VfL Wolfsburg, 0
Kucher-5-FC Shakhtar Donetsk, 0
Gaiduchik-3-FC BATE Borisov, 2
Vasin-5-PFC CSKA Moskva, 1
Ismaily-31-FC Shakhtar Donetsk, 2
Vida-24-FC Dynamo Kyiv, 3
Ziv-14-Maccabi Tel-Aviv FC, 0
Vouros-29-Olympiacos FC, 0
Isimat-Mirin-2-PSV Eindhoven, 0
Carvalho-25-Malmö FF, 0
Raly-27-Maccabi Tel-Aviv FC, 0
Salino-30-Olympiacos FC, 3
Konate-2-Malmö FF, 0
Chernov-91-PFC CSKA Moskva, 0
Măţel-77-GNK Dinamo Zagreb, 3
Dasa-2-Maccabi Tel-Aviv FC, 0
Costa-6-Olympiacos FC, 3
Volodko-42-FC BATE Borisov, 1
Ozen--Malmö FF, 0
Baiduk--FC BATE Borisov, 0
Matviyenko-25-FC Shakhtar Donetsk, 0
Brorsson-31-Malmö FF, 0
Schildenfeld-23-GNK Dinamo Zagreb, 0
Akhmetov-99-FC Astana, 0
Masuaku-26-Olympiacos FC, 3
García-31-Maccabi Tel-Aviv FC, 0
Vitas-3-KAA Gent, 0
Goldberg-23-Maccabi Tel-Aviv FC, 0
Vindheim-26-Malmö FF, 0
Pikalkin-12-FC Astana, 0
Benković-26-GNK Dinamo Zagreb, 0
