Shatov-17-FC Zenit, 0
Belhanda-90-FC Dynamo Kyiv, 1
Kéthévoama-10-FC Astana, 3
Krychowiak-4-Sevilla FC, 2
Rode-20-FC Bayern München, 0
Casemiro-14-Real Madrid CF, 1
Milanov-23-PFC CSKA Moskva, 3
Ramires-7-Chelsea FC, 3
Marlos-11-FC Shakhtar Donetsk, 3
Ødegaard-27-Real Madrid CF, 0
Rodrigo-17-Valencia CF, 3
Darder-14-Olympique Lyonnais, 3
Veloso-4-FC Dynamo Kyiv, 2
Caligiuri-7-VfL Wolfsburg, 6
Pereiro-7-PSV Eindhoven, 2
Danilo-22-FC Porto, 0
Arteta-8-Arsenal FC, 3
Carcela-González-39-SL Benfica, 0
Milicievic--KAA Gent, 0
Parejo-10-Valencia CF, 2
Kenedy-16-Chelsea FC, 1
Dejaeghere--KAA Gent, 0
Ćorić-24-GNK Dinamo Zagreb, 1
Adu-8-Malmö FF, 0
Ghezzal-11-Olympique Lyonnais, 3
Kalulu-26-Olympique Lyonnais, 2
Baga-55-FC BATE Borisov, 2
Imbula-25-FC Porto, 2
Seguin-30-VfL Wolfsburg, 0
Andrade-31-SL Benfica, 0
Cristóforo-14-Sevilla FC, 0
Pérez-15-Valencia CF, 1
Sydorchuk-16-FC Dynamo Kyiv, 2
Fortounis-7-Olympiacos FC, 1
Rodríguez-14-Galatasaray AŞ, 0
Loftus-Cheek-36-Chelsea FC, 0
Luismi-16-Sevilla FC, 0
Lewicki-6-Malmö FF, 0
Talisca-30-SL Benfica, 3
Lestienne-16-PSV Eindhoven, 13
Pardo-90-Olympiacos FC, 18
Lingard-35-Manchester United FC, 2
Cheryshev-21-Real Madrid CF, 0
Neto-10-KAA Gent, 2
García-21-FC Zenit, 0
Gusev-20-FC Dynamo Kyiv, 7
Fayzulin-20-FC Zenit, 0
Wernbloom-3-PFC CSKA Moskva, 0
Fuego-18-Valencia CF, 2
Barbosa--Valencia CF, 0
Mvuemba-28-Olympique Lyonnais, 0
Kisa-5-Galatasaray AŞ, 0
Uçan-48-AS Roma, 1
Pizzi-21-SL Benfica, 3
Yusupov-14-FC Zenit, 0
Beysebekov-15-FC Astana, 3
Guðmundsson-49-PSV Eindhoven, 0
Rybalka-17-FC Dynamo Kyiv, 1
Vázquez-18-Real Madrid CF, 2
Zhukov-8-FC Astana, 1
Evandro-15-FC Porto, 3
Çolak-52-Galatasaray AŞ, 0
Domínguez-10-Olympiacos FC, 3
Tousart-29-Olympique Lyonnais, 0
Petrović-8-FC Dynamo Kyiv, 0
Schulz-14-VfL Borussia Mönchengladbach, 0
Volodko-42-FC BATE Borisov, 1
Likhtarovich-2-FC BATE Borisov, 0
Karnitski-7-FC BATE Borisov, 2
Labidi-32-Olympique Lyonnais, 0
Samaris-7-SL Benfica, 0
Traoré-14-Chelsea FC, 1
Kemen-24-Olympique Lyonnais, 0
Cauņa-19-PFC CSKA Moskva, 2
Buyalskiy-29-FC Dynamo Kyiv, 6
Bruggen-17-KAA Gent, 0
Rodić-20-Malmö FF, 0
Schaars-8-PSV Eindhoven, 1
Hendrix-29-PSV Eindhoven, 3
Yurchenko-35-Bayer 04 Leverkusen, 1
Saief-15-KAA Gent, 1
Golovin-60-PFC CSKA Moskva, 1
Machado-10-GNK Dinamo Zagreb, 2
Gomes-21-Valencia CF, 6
Kimmich-32-FC Bayern München, 0
Rabiot-25-Paris Saint-Germain, 0
Partey-22-Club Atlético de Madrid, 0
Powell-22-Manchester United FC, 1
Paul-20-Valencia CF, 3
Garmash-19-FC Dynamo Kyiv, 7
Brandt-19-Bayer 04 Leverkusen, 1
Kums-14-KAA Gent, 7
Mikel-12-Chelsea FC, 3
Tropi-28-Valencia CF, 0
Šovšić-4-GNK Dinamo Zagreb, 0
Vloet-23-PSV Eindhoven, 0
Kroon-7-Malmö FF, 0
Ryu-24-Bayer 04 Leverkusen, 0
Svanberg-32-Malmö FF, 0
Ademi-16-GNK Dinamo Zagreb, 2
Olekhnovich-23-FC BATE Borisov, 0
Asare-21-KAA Gent, 1
Pereira-44-Manchester United FC, 1
Natcho-66-PFC CSKA Moskva, 2
Rikan-22-Maccabi Tel-Aviv FC, 0
Frey-37-Bayer 04 Leverkusen, 0
Gaudino-16-FC Bayern München, 0
Feghouli-8-Valencia CF, 12
Rakip-5-Malmö FF, 0
Maniatis-2-Olympiacos FC, 0
Kovalenko-74-FC Shakhtar Donetsk, 3
Gil-33-Valencia CF, 0
Nikolić-10-FC BATE Borisov, 2
Yablonski-5-FC BATE Borisov, 3
Fejsa-5-SL Benfica, 2
Gryn-24-FC Shakhtar Donetsk, 0
Flamini-20-Arsenal FC, 3
Cibicki-15-Malmö FF, 0
Muzhikov-11-FC Astana, 2
Aleksievich-9-FC BATE Borisov, 3
Kobin-14-FC Shakhtar Donetsk, 3
Khairullin-18-FC Astana, 0
Dahoud-8-VfL Borussia Mönchengladbach, 0
Cristante-24-SL Benfica, 1
Karacan-6-Galatasaray AŞ, 0
Matton-8-KAA Gent, 8
Malyshev-17-FC Shakhtar Donetsk, 2
Santos-13-GNK Dinamo Zagreb, 1
Pavičić-18-GNK Dinamo Zagreb, 0
Mitrović-24-Maccabi Tel-Aviv FC, 0
Antolić-8-GNK Dinamo Zagreb, 2
Myakushko-88-FC Dynamo Kyiv, 0
Eikrem-19-Malmö FF, 0
Glazer-33-Maccabi Tel-Aviv FC, 0
Vermouth-28-Maccabi Tel-Aviv FC, 0
Peretz-42-Maccabi Tel-Aviv FC, 0
Andersson-14-Malmö FF, 0
Einbinder-17-Maccabi Tel-Aviv FC, 0
Pivarić-19-GNK Dinamo Zagreb, 1
Armaly-29-Maccabi Tel-Aviv FC, 0
Gojak-14-GNK Dinamo Zagreb, 0
Ryazantsev-5-FC Zenit, 0
Milivojević-5-Olympiacos FC, 2
Dedechko-24-FC Astana, 3
Bouchalakis-8-Olympiacos FC, 0
Rog-30-GNK Dinamo Zagreb, 1
Zahavi-7-Maccabi Tel-Aviv FC, 0
Adın-29-Galatasaray AŞ, 0
Stasevich-22-FC BATE Borisov, 8
Miha-15-Maccabi Tel-Aviv FC, 0
Poletanović-12-KAA Gent, 0
Öztekin-7-Galatasaray AŞ, 0
Molins-10-Malmö FF, 0
Pascual-34-Valencia CF, 0
Kozhamberdy-20-FC Astana, 1
Azulay-16-Maccabi Tel-Aviv FC, 0
Igiebor-40-Maccabi Tel-Aviv FC, 0
Rios-17-FC BATE Borisov, 0
Musa-3-GNK Dinamo Zagreb, 0
Alberman-6-Maccabi Tel-Aviv FC, 0
Elabdellaoui-14-Olympiacos FC, 0
